impl,mode,mix,dist,threads,ops,bucket_count,read_ratio,p_hot,time_s,throughput_mops,speedup,seq_baseline_s
Lock-Free,strong,50/50,skew,48,2000000,65536,0.50,0.99,0.302381,6.614,2.657,0.803561
Lock-Free,strong,50/50,uniform,16,2000000,262144,0.50,0.00,0.205257,9.744,0.863,0.177176
Lock-Free,strong,50/50,uniform,32,2000000,262144,0.50,0.00,0.207009,9.661,0.856,0.177176
Lock-Free,strong,50/50,uniform,48,2000000,262144,0.50,0.00,0.207636,9.632,0.853,0.177176
Lock-Free,strong,50/50,skew,16,2000000,262144,0.50,0.70,0.325067,6.153,0.758,0.246434
Lock-Free,strong,50/50,skew,32,2000000,262144,0.50,0.70,0.311964,6.411,0.790,0.246434
Lock-Free,strong,50/50,skew,48,2000000,262144,0.50,0.70,0.314528,6.359,0.784,0.246434
Lock-Free,strong,50/50,skew,16,2000000,262144,0.50,0.90,0.311775,6.415,0.786,0.245188
Lock-Free,strong,50/50,skew,32,2000000,262144,0.50,0.90,0.301332,6.637,0.814,0.245188
Lock-Free,strong,50/50,skew,48,2000000,262144,0.50,0.90,0.305511,6.546,0.803,0.245188
Lock-Free,strong,50/50,skew,16,2000000,262144,0.50,0.99,0.305229,6.552,0.794,0.242404
Lock-Free,strong,50/50,skew,32,2000000,262144,0.50,0.99,0.296017,6.756,0.819,0.242404
Lock-Free,strong,50/50,skew,48,2000000,262144,0.50,0.99,0.299515,6.677,0.809,0.242404
Lock-Free,strong,50/50,uniform,16,2000000,1048576,0.50,0.00,0.183819,10.880,0.567,0.104270
Lock-Free,strong,50/50,uniform,32,2000000,1048576,0.50,0.00,0.181544,11.017,0.574,0.104270
Lock-Free,strong,50/50,uniform,48,2000000,1048576,0.50,0.00,0.182015,10.988,0.573,0.104270
Lock-Free,strong,50/50,skew,16,2000000,1048576,0.50,0.70,0.306621,6.523,0.489,0.149837
Lock-Free,strong,50/50,skew,32,2000000,1048576,0.50,0.70,0.293490,6.815,0.511,0.149837
Lock-Free,strong,50/50,skew,48,2000000,1048576,0.50,0.70,0.289985,6.897,0.517,0.149837
Lock-Free,strong,50/50,skew,16,2000000,1048576,0.50,0.90,0.292784,6.831,0.496,0.145187
Lock-Free,strong,50/50,skew,32,2000000,1048576,0.50,0.90,0.282776,7.073,0.513,0.145187
Lock-Free,strong,50/50,skew,48,2000000,1048576,0.50,0.90,0.278109,7.191,0.522,0.145187
Lock-Free,strong,50/50,skew,16,2000000,1048576,0.50,0.99,0.287411,6.959,0.497,0.142737
Lock-Free,strong,50/50,skew,32,2000000,1048576,0.50,0.99,0.276676,7.229,0.516,0.142737
Lock-Free,strong,50/50,skew,48,2000000,1048576,0.50,0.99,0.273201,7.321,0.522,0.142737
Lock-Free,weak,80/20,uniform,16,4000000,16384,0.80,0.00,1.355384,2.951,3.983,5.398905
Lock-Free,weak,80/20,uniform,32,8000000,16384,0.80,0.00,3.271126,2.446,6.548,21.418659
Lock-Free,weak,80/20,uniform,48,12000000,16384,0.80,0.00,5.311869,2.259,9.194,48.835797
Lock-Free,weak,80/20,skew,16,4000000,16384,0.80,0.70,1.731344,2.310,3.178,5.501481
Lock-Free,weak,80/20,skew,32,8000000,16384,0.80,0.70,4.115896,1.944,5.255,21.630963
Lock-Free,weak,80/20,skew,48,12000000,16384,0.80,0.70,6.277341,1.912,7.886,49.501569
Lock-Free,weak,80/20,skew,16,4000000,16384,0.80,0.90,1.666759,2.400,3.377,5.628090
Lock-Free,weak,80/20,skew,32,8000000,16384,0.80,0.90,3.911808,2.045,5.618,21.974742
Lock-Free,weak,80/20,skew,48,12000000,16384,0.80,0.90,6.242077,1.922,8.015,50.032486
Lock-Free,weak,80/20,skew,16,4000000,16384,0.80,0.99,1.676987,2.385,3.360,5.634154
Lock-Free,weak,80/20,skew,32,8000000,16384,0.80,0.99,4.789373,1.670,4.592,21.990523
Lock-Free,weak,80/20,skew,48,12000000,16384,0.80,0.99,6.798900,1.765,7.385,50.212828
Lock-Free,weak,80/20,uniform,16,4000000,65536,0.80,0.00,0.480845,8.319,3.109,1.495019
Lock-Free,weak,80/20,uniform,32,8000000,65536,0.80,0.00,1.157156,6.914,4.845,5.606016
Lock-Free,weak,80/20,uniform,48,12000000,65536,0.80,0.00,1.830747,6.555,6.852,12.543730
Lock-Free,weak,80/20,skew,16,4000000,65536,0.80,0.70,0.757441,5.281,2.081,1.576230
Lock-Free,weak,80/20,skew,32,8000000,65536,0.80,0.70,1.613072,4.959,3.601,5.809368
Lock-Free,weak,80/20,skew,48,12000000,65536,0.80,0.70,2.443799,4.910,5.279,12.901263
Lock-Free,weak,80/20,skew,16,4000000,65536,0.80,0.90,0.764391,5.233,2.057,1.572265
Lock-Free,weak,80/20,skew,32,8000000,65536,0.80,0.90,1.768858,4.523,3.270,5.783790
Lock-Free,weak,80/20,skew,48,12000000,65536,0.80,0.90,2.744564,4.372,4.735,12.996393
Lock-Free,weak,80/20,skew,16,4000000,65536,0.80,0.99,0.711927,5.619,2.156,1.534657
Lock-Free,weak,80/20,skew,32,8000000,65536,0.80,0.99,1.715946,4.662,3.301,5.663735
Lock-Free,weak,80/20,skew,48,12000000,65536,0.80,0.99,2.634648,4.555,4.800,12.647159
Lock-Free,weak,80/20,uniform,16,4000000,262144,0.80,0.00,0.267326,14.963,1.309,0.350038
Lock-Free,weak,80/20,uniform,32,8000000,262144,0.80,0.00,0.539908,14.817,2.377,1.283279
Lock-Free,weak,80/20,uniform,48,12000000,262144,0.80,0.00,0.883728,13.579,3.769,3.330888
Lock-Free,weak,80/20,skew,16,4000000,262144,0.80,0.70,0.458345,8.727,0.967,0.443295
Lock-Free,weak,80/20,skew,32,8000000,262144,0.80,0.70,0.998964,8.008,1.495,1.493413
Lock-Free,weak,80/20,skew,48,12000000,262144,0.80,0.70,1.692001,7.092,2.144,3.627315
Lock-Free,weak,80/20,skew,16,4000000,262144,0.80,0.90,0.442314,9.043,0.982,0.434133
Lock-Free,weak,80/20,skew,32,8000000,262144,0.80,0.90,0.962535,8.311,1.532,1.474921
Lock-Free,weak,80/20,skew,48,12000000,262144,0.80,0.90,1.625694,7.381,2.216,3.602616
